Fully retrieved at 13:58:47;;;;;;;;;;
;;;;;;;;;;
START:14/MAY/2005 END:14/MAY/2012 INTERVAL:D ;;;;;;;;;;
LAST QUOTE;;;;;;;;;;
;;;;;;;;;;
TIMESTAMP;GRGV6MEUAC=R;GRGV1YEUAC=R;GRGV2YEUAC=R;GRGV3YEUAC=R;GRGV4YEUAC=R;GRGV5YEUAC=R;GRGV7YEUAC=R;GRGV10YEUAC=R;GRGV20YEUAC=R;GRGV30YEUAC=R
05.08.2011;2666,104;2335,107;2235,757;2116,467;1963,353;1832,317;1689,762;1553,6;1337,752;1241,711
08.08.2011;2675,557;2330,12;2225,125;2101,235;1945,13;1811,992;1666,701;1527,107;1307,105;1209,422
09.08.2011;2683,392;2333,233;2227,097;2102,478;1946,328;1813,487;1669,115;1531,177;1314,905;1219,062
10.08.2011;2653,84;2320,542;2244,054;2120,875;1965,93;1834,201;1689,579;1551,373;1329,643;1230,536
11.08.2011;2673,532;2335,155;2256,742;2132,221;1977,014;1845,557;1701,312;1564,129;1344,014;1245,727
12.08.2011;2681,697;2338,944;2260,1;2135,156;1979,692;1847,948;1702,733;1563,746;1338,851;1238,38
15.08.2011;2666,855;2289,498;2294,687;2157,395;1963,9;1842,32;1696,598;1558,119;1338,061;1240,685
16.08.2011;2392,624;2373,37;2372,234;2235,313;2044,069;1923,579;1778,435;1641,826;1416,53;1315,666
17.08.2011;2446,713;2466,502;2409,525;2268,922;2076,454;1940,522;1791,239;1651,506;1422,644;1320,233
18.08.2011;2777,2;2691,93;2571,75;2435,84;2206,53;2056,64;1893,71;1741,53;1488,87;1373,4
19.08.2011;2964,178;2847,501;2652,115;2507,624;2273,908;2121,621;1956,189;1803,5;1548,176;1430,949
22.08.2011;3257,598;2974,1;2757,757;2596,18;2359,177;2205,467;2038,048;1885,707;1625,277;1504,602
23.08.2011;3412,269;3067,044;2829,444;2661,811;2422,091;2267,162;2099,093;1948,651;1687,778;1565,276
24.08.2011;3713,751;3456,607;3176,82;2899,266;2654,104;2486,482;2308,009;2152,814;1873,075;1740,287
25.08.2011;4000,164;3878,999;3453,187;3113,419;2803,933;2617,124;2420,043;2238,418;1949,949;1813,825
26.08.2011;4000,744;3873,364;3443,958;3102,736;2791,909;2604,645;2407,709;2226,597;1940,804;1806,052
29.08.2011;4000,744;3873,364;3443,958;3102,736;2791,909;2604,645;2407,709;2226,597;1940,804;1806,052
30.08.2011;4001,397;3873,865;3443,635;3102,019;2791,101;2603,93;2407,193;2225,961;1939,542;1804,342
31.08.2011;4001,54;3873,964;3443,546;3101,837;2790,862;2603,672;2407,076;2226,308;1940,608;1805,371
01.09.2011;4014,056;3886,302;3455,955;3114,839;2804,565;2617,883;2421,375;2240,818;1954,708;1819,669
02.09.2011;4445,044;4309,178;3662,859;3242,44;2916,148;2710,245;2502,863;2316,818;2013,489;1869,799
05.09.2011;4555,107;4417,118;3776,586;3363,443;3042,188;2839,951;2629,956;2440,853;2121,735;1970,168
06.09.2011;5752,602;5151,077;4226,681;3747,817;3413,064;3187,822;2990,111;2791,323;2388,679;2195,201
07.09.2011;5623,957;4976,015;3983,861;3452,045;3085,259;2834,263;2579,042;2318,53;1890,196;1710,555
08.09.2011;5899,939;5157,59;4133,893;3593,521;3222,485;2966,95;2702,137;2433,636;1984,315;1795,476
09.09.2011;6160,131;5307,16;4262,1;3709,527;3332,849;3073,277;2774,865;2491,715;2017,998;1821,064
12.09.2011;7260,089;6179,446;5048,726;4486,88;4102,973;3837,34;3527,79;3219,595;2655,705;2412,349
13.09.2011;7802,182;6578,105;5381,045;4804,497;4411,924;4141,173;3818,697;3495,528;2882,465;2611,542
14.09.2011;8861,038;7573,142;5984,294;5304,862;4813,574;4478,025;4068,411;3692,735;3031,05;2739,462
15.09.2011;11508,424;8995,885;6629,215;5769,861;5095,871;4647,157;4033,594;3520,283;2646,951;2282,25
16.09.2011;7587,791;7627,53;6795,976;6165,01;5698,24;5398,185;4911,335;4443,343;3623,536;3267,795
19.09.2011;9548,107;8311,708;6712,595;5967,436;5397,055;5022,671;4472,464;3981,813;3135,243;2775,022
20.09.2011;9719,995;8272,888;6608,099;5767,095;5351,138;5012,425;4472,425;3962,131;3110,211;2752,668
21.09.2011;10059,93;8554,17;6937,98;6337,07;5819,1;5538,89;5035,39;4555,05;3710,37;3336,12
22.09.2011;10059,932;8554,176;6937,983;6337,076;5819,101;5538,899;5035,394;4555,046;3710,377;3336,133
23.09.2011;10061,597;8557,053;6942,544;6342,743;5825,084;5544,838;5039,648;4554,32;3688,217;3294,991
26.09.2011;12621,65;9811,6;7626,47;6785,68;6203,5;5771,85;5174,16;4639,47;3706,17;3279,43
27.09.2011;12552,213;9728,164;7537,587;6690,193;6102,631;5667,465;5065,756;4528,258;3602,125;3184,553
28.09.2011;12382,788;9552,585;7362,214;6506,293;5912,254;5473,514;4869,478;4332,81;3426,102;3025,825
29.09.2011;9665,18;8545,61;6855,46;5980,6;5399,7;4968,52;4372,8;3838,76;2883,84;2489,21
30.09.2011;9695,42;8560,14;6862,38;5985,32;5403,42;4971,86;4375,78;3841,53;2886,5;2492,13
03.10.2011;9767,308;8706,377;6956,814;6014,163;5398,363;4956,212;4355,339;3824,647;2847,898;2445,198
04.10.2011;9934,12;8722,05;6985,24;6093,65;5502,49;5065,17;4461,16;3920,18;2938,92;2528,11
05.10.2011;9666,458;8213,011;6623,376;5926,658;5436,234;5030,313;4440,13;3887,117;2967,436;2575,712
12.10.2011;11696,57;9460,79;7316,52;6253,05;5606,57;5163,71;4545,89;3996,14;3005,6;2594,8
14.10.2011;12466,677;9865,062;7539,119;6407,448;5726,462;5260,042;4611,637;4036,805;3018,54;2601,36
17.10.2011;12922,78;10131,13;7662,13;6482,51;5783,36;5307,75;4649,21;4068,31;3043,18;2625,32
18.10.2011;12800,889;10072,335;7629,785;6460,485;5764,981;5290,479;4631,601;4048,567;3019,831;2599,662
19.10.2011;12320,135;9884,54;7534,691;6402,116;5722,648;5256,847;4607,782;4032,808;3014,901;2598,236
20.10.2011;12361,299;9905,286;7545,764;6410,53;5729,934;5263,757;4614,354;4039,557;3022,223;2606,581
21.10.2011;12164,451;9850,24;7517,047;6392,967;5717,201;5253,564;4606,496;4032,905;3015,18;2598,81
24.10.2011;12288,95;10078,508;7611,151;6459,682;5770,031;5297,864;4639,878;4058,122;3031,582;2614,076
25.10.2011;12331,109;10098,609;7620,617;6465,969;5774,766;5301,739;4642,603;4060,224;3033,08;2615,328
26.10.2011;12372,592;10117,175;7627,223;6468,401;5774,869;5300,311;4638,86;4054,133;3024,741;2607,033
27.10.2011;9570,74;7739,35;5621,33;4639,38;4043,86;3631,01;3064,06;2572,59;1814,61;1536,1
28.10.2011;9211,809;7420,792;5353,785;4393,322;3811,905;3412,002;2866,475;2397,963;1684,304;1427,137
31.10.2011;10063,037;8139,737;5871,213;4689,471;4026,419;3602,269;3054,963;2582,597;1792,491;1503,617
01.11.2011;12531,079;9989,558;7205,312;5951,417;5219,657;4708,685;4028,754;3431,582;2460,811;2087,852
02.11.2011;12699,462;10122,796;7310,518;6046,009;5308,386;4792,423;4103,874;3497,412;2511,067;2131,296
03.11.2011;12796,962;10251,123;7369,875;6087,199;5340,792;4819,137;4123,484;3510,958;2514,814;2130,809
04.11.2011;13711,82;11037,41;8025,11;6654,41;5864,6;5269,01;4456,63;3740,68;2696,59;2301,74
07.11.2011;13332,828;10369,883;7395,108;6010,155;5228,593;4686,943;3970,69;3347,746;2367,948;1998,931
08.11.2011;13378,318;10448,512;7555,748;6144,223;5323,41;4754,103;4015,331;3377,446;2379,369;2004,784
09.11.2011;13575,154;10606,798;7683,872;6259,105;5431,396;4856,719;4109,264;3462,429;2446,297;2062,845
10.11.2011;13221,86;10149,669;7209,666;5799,679;4989,081;4428,216;3700,562;3074,555;2134,854;1787,637
11.11.2011;13131,272;10107,837;7190,44;5789,426;4982,69;4424,019;3698,804;3074,829;2138,628;1793,663
14.11.2011;13401,63;10351,82;7412,66;5997,17;5177,93;4610,62;3874,16;3239,24;2265,28;1902,95
15.11.2011;14554,01;11312,84;8208,65;6705,79;5834,59;5229,79;4439,88;3752,36;2661,54;2243,27
16.11.2011;15457,35;11957,57;8585,8;6939,89;6008,33;5366,74;4534,65;3817,05;2694;2266,54
17.11.2011;16446,061;12707,78;9268,53;7514;6555,68;5911,25;5062,06;4327,13;3130,44;2658,02
18.11.2011;16848,32;13023,86;9525,44;7741,25;6764,23;6107,99;5245,5;4500,27;3268,57;2777,96
21.11.2011;17027,613;13105,266;9562,132;7766,132;6783,376;6123,979;5257,859;4510,17;3272,248;2778,952
22.11.2011;18060,41;14009,16;10353,97;8490,12;7471,53;6791,35;5898,99;5129,02;3795,37;3242,86
23.11.2011;18124,5;14038,55;10366,41;8497,47;7476,09;6794,14;5899,42;5127,39;3791,2;3237,94
24.11.2011;18189,67;14069,37;10381,96;8509,59;7486,99;6804,85;5910,7;5140,05;3802,61;3245,51
25.11.2011;17864,16;13767,5;10110,43;8260,04;7252,33;6579,63;5695,1;4930,94;3632,67;3099
28.11.2011;18167,289;14620,73;10943,35;9045,91;8086,36;7413,08;6465,85;5626,81;4280,13;3708,47
29.11.2011;18599,881;15044,31;11344,93;9426,65;8463,01;7790;6839,92;5995,83;4624,92;4034,15
30.11.2011;18381,35;15335,674;11407,069;9532,792;8471,548;7755,579;6756,648;5878,668;4486,268;3900,263
01.12.2011;17952,98;14149,86;10281,48;8381,81;7302,73;6598,38;5674,56;4881,84;3595,52;3077,48
02.12.2011;18593,41;15552,63;11615,44;9733,17;8669,52;7953,44;6953,09;6073,47;4673,72;4084,12
05.12.2011;18593,41;15552,63;11615,44;9733,17;8669,52;7953,44;6953,13;6073,5;4672,19;4080,4
06.12.2011;18829,6;14960,29;10834,02;8820,48;7679,6;6938,08;5972,04;5146,21;3788,41;3239,44
07.12.2011;18593,41;15552,63;11615,44;9733,17;8669,52;7953,44;6953,1;6073,47;4668,25;4072,83
08.12.2011;19586,9;15578,66;11326,43;9245,29;8061,58;7293,15;6296,59;5447,21;4017,31;3432,05
09.12.2011;18593,41;15552,63;11615,44;9733,17;8669,52;7953,44;6953,03;6073,34;4668,26;4074,41
12.12.2011;21073,48;17685,551;13765,22;11737,89;10597,06;9962,04;9194,76;8694,45;7820,24;7446,5
13.12.2011;20905,35;17822,037;13453,833;11169,409;9833,62;9008,954;7847,157;6823,927;5202,348;4487,391
14.12.2011;22482,961;18292,869;13365,81;10874,41;9438,34;8547,14;7394,05;6416,6;4718,92;3990,67
15.12.2011;23101,68;18817,641;13859,83;11269,81;9714,92;8761,74;7536,76;6504,17;4737,98;3989,01
16.12.2011;23465,381;19225,59;14275,06;11662,86;10089,25;9125,55;7892,6;6858,92;5034,07;4247,85
19.12.2011;24110,5;19627,689;14486,75;11806,5;10196,2;9211,93;7954,33;6900,55;5046,13;4249,14
20.12.2011;21353,34;18472,381;14748,264;12705,268;11504,364;11092,863;10606,194;10330,094;9864,728;9571,544
21.12.2011;22695,77;18821,23;14427,13;12006,83;10618,13;9923,82;9108,06;8508,54;7363,14;6820,78
22.12.2011;22732,66;18833,08;14423,78;11997,66;10605,35;9906,9;9083,9;8474,85;7310,45;6759,62
23.12.2011;22941,199;18980,811;14515,52;12064,01;10658,19;9953,92;9124,88;8511,21;7338,11;6782,4
26.12.2011;23230,211;19144,881;14597,63;12115,01;10694,86;9982,66;9144,34;8522,75;7338,09;6779,83
27.12.2011;23304,449;19186,949;14618,89;12128,53;10704,81;9990,66;9150,22;8527,05;7339,92;6780,89
28.12.2011;23705,881;19455,01;14775,2;12236,81;10788,54;10063,16;9210,93;8579,11;7377,34;6810,63
29.12.2011;25064,91;19730,461;14372,24;11464,5;9835,99;8826,65;7641,06;6680,34;4796,89;3986,8
30.12.2011;23964,16;19605,971;14846;12274,18;10808,01;10070,53;9200,98;8550,25;7312,32;6726,69
02.01.2012;25726,609;20076,4;14543,24;11571,1;9912,43;8886,08;7681,45;6706,99;4804,62;3990,33
03.01.2012;24852,27;20269,961;15531,51;12887,03;11366,39;10561,5;9539,69;8715,72;7433,58;6846,75
04.01.2012;26429,51;20740,08;15536,69;12537,28;10828,39;9693,4;8210,59;6909,76;4953,43;4153,11
05.01.2012;25108,32;20429,131;15619,92;12945,96;11410,31;10596,97;9565,85;8735,36;7447,36;6858,08
06.01.2012;26198,5;20367,99;15089,64;12088;10387,44;9259,91;7793,42;6515,23;4625,89;3862,57
09.01.2012;24553,57;19534;15027,51;12496,3;11033,07;10263,71;9285,26;8496,32;7274,54;6710,7
10.01.2012;25219,66;18846,891;14275,43;11577,22;10021,22;8973,75;7593,92;6376,47;4550,49;3801,6
11.01.2012;24600,9;19431,23;14825,18;12260,92;10778,7;9978,96;8940,98;8068,75;6676,01;6029,84
12.01.2012;23918,561;18765,24;14318,01;11865,11;10437,55;9669,2;8667,2;7821,96;6469,34;5838,39
13.01.2012;23990,555;18803,629;14337,283;11877,735;10447,212;9677,035;8672,973;7826,134;6471,532;5839,995
18.01.2012;22143,73;17766,32;12958,8;10549,9;9157,2;8497,41;7565,78;6723,99;5303,39;4644,68
19.01.2012;22062,367;17716,662;12933,906;10534,42;9145,902;8487,829;7557,628;6716,059;5294,194;4634,842
20.01.2012;22634,961;17272,48;12615,93;10181,24;8782,41;7980,58;6898,2;5940,78;4455,61;3821,8
23.01.2012;22564,961;17007,73;12276,81;9839,46;8446,56;7636,81;6541,69;5574,27;4103,35;3492,73
24.01.2012;22604,117;17081,203;12422,125;10025,487;8655,347;7847,535;6745,429;5764,13;4254,617;3627,384
25.01.2012;22923,32;16742,83;11571,36;9062,58;7654,13;6839,04;5759,03;4827,5;3476,6;2939,68
26.01.2012;22080,57;15912,27;10979,24;8567,11;7210,6;6409,84;5331,8;4381,63;3102,6;2604,46
27.01.2012;22173,461;15879,58;10892,13;8473,32;7117,02;6314,59;5235,41;4285,94;3015,68;2524,17
30.01.2012;22912,689;16351,19;11192,28;8707,89;7315,72;6490,6;5381,14;4402,96;3095,97;2590,81
31.01.2012;25713,41;18535,301;12781,1;10014,68;8464,57;7560,25;6349,01;5271,64;3791,01;3198,8
01.02.2012;25903,43;18630,34;12820,82;10036,66;8477,96;7568,69;6351,66;5270,66;3786,7;3193,04
02.02.2012;26027,43;18689,25;12844,61;10050,42;8487,14;7575,34;6355,99;5274,54;3792,94;3200,32
03.02.2012;26310,641;18836,516;12912,478;10093,837;8519,306;7601,692;6375,592;5289,087;3801,842;3208,512
08.02.2012;29347,33;21030,58;14494,36;11405,76;9682,6;8589,22;7188,83;5951,01;4274,05;3609,02
09.02.2012;30931,539;21805,34;14842,69;11617,71;9835,03;8710,4;7277,88;6018,89;4323,43;3654,38
10.02.2012;32122,619;22716,369;15510,07;12172,84;10330,76;9174,76;7709,01;6424,05;4672,73;3972,3
13.02.2012;32898,57;23098,641;15673,33;12270,02;10396,13;9221,47;7733,6;6430,75;4656,84;3948,02
14.02.2012;33176,488;23235,73;15732,69;12306,53;10422,07;9241,38;7746,54;6438,42;4658,27;3947,31
15.02.2012;37829,121;26829,529;18444,91;14505,17;12273,6;10834,12;9018,21;7427,24;5317,86;4486,13
16.02.2012;37989,809;26907,91;18479,119;14526,87;12289,02;10845,8;9025,55;7431,23;5318,69;4485,84
17.02.2012;39427,219;28069,711;19376,25;15281,32;12954,59;11453,91;9564,9;7914,42;5702,09;4820,49
20.02.2012;38599,941;26878,5;18145,49;14123,75;11860,31;10405,53;8584,02;7016,87;4958,32;4162,58
21.02.2012;37611,672;26982,33;17972,051;13828,54;11465,4;9967,76;8164,73;6706,15;4694,24;3926,05
22.02.2012;48370,07;35945,07;25082,109;19874,52;16840,141;14911,74;12610,34;10771,74;8045,38;6897,48
23.02.2012;48349,129;35932,281;25074,641;19868,211;16833,51;14904,36;12601,18;10758,84;8023,81;6870,89
